english_sentence,isl_gloss
"Magnetic roller Magnetic particles Finely ground ore Non-Magnetic particles Figure 8.8 Magnetic separation Method: The crushed ore is placed over a conveyer belt which rotates around two metal wheels, one of which is magnetic.",ONE WHICH PLACE MAGNETIC ROLLER PARTICLES FINELY GRIND ORE NON FIGURE SEPARATION METHOD CRUSH CONVEYER BELT ROTATE TWO METAL WHEEL PRESENT PAST
The magnetic particles are attracted to the magnetic wheel and fall separately apart from the non- magnetic particles. (iii) Froth floatation Principle: This process depends on the preferential wettability of the ore with oil (pine oil) and the gangue particles by water.,PROCESS WATER DEPEND MAGNETIC PARTICLES ATTRACT WHEEL FALL SEPARATELY APART III FROTH FLOATATION PRINCIPLE PREFERENTIAL WETTABILITY ORE OIL PINE GANGUE PAST PRESENT
"Lighter ores, such as sulphide ores, are concentrated by this method. e.g., Zinc blende (ZnS).",ORE METHOD CONCENTRATE LIGHTER ORES SUCH SULPHIDE ZINC BLENDE ZNS PAST
Compressed air Froth bubbles carrying sulphide ore particals Sulphide ore particals Water containing pine oil Gangue Froth ﬂoatation process for the concentration of sulphide ores.,FROTH ORE BUBBLE COMPRESS AIR CARRY SULPHIDE PARTICALS WATER CONTAIN PINE OIL GANGUE FLOATATION PROCESS CONCENTRATION ORES PRESENT
"Figure 8.9 Froth floatation Note: When the impurity is heavier than the ore, this method can be used.",METHOD ORE USE FIGURE FROTH FLOATATION NOTE IMPURITY HEAVIER PAST
Method: The crushed ore is taken in a large tank containing pine oil and water and agitated with a current of compressed air.The ore is wetted by the oil and gets separated from the gangue in the form of froth.,ORE FROTH WET METHOD CRUSH TAKE LARGE TANK CONTAIN PINE OIL WATER AGITATE CURRENT COMPRESS AIR SEPARATE GANGUE FORM PAST
"Since the ore is lighter, it comes on the surface with the froth and the impurities are left behind. e.g., Zinc blende (ZnS). (iv) Chemical method or Leaching This method is employed when the ore is in a very pure form.",ORE FORM EMPLOY LIGHTER COME SURFACE FROTH IMPURITIES LEAVE BEHIND ZINC BLENDE ZNS CHEMICAL METHOD LEACH VERY PURE PRESENT PAST
Table 8.1 Types of ores Oxide Ores Carbonate Ores Halide Ores Sulphide Ores Bauxite (Al2O3.2H2O) Marble (CaCO3) Cryolite(Na3AlF6) Galena (PbS) Cuprite(Cu2O) Magnesite ((MgCO3) Fluorspar(CaF2) Iron pyrite (FeS2) Haematite ( Fe2O3) Siderite(FeCO3) Rock salt (NaCl) Zinc blende (ZnS) 10th_Science_Unit-8.indd 113 12/2/2022 5:07:31 PM 114 10th Standard Science The ore is treated with a suitable reagent such that the ore is soluble in it but the impurities are not.,IMPURITY IT TREAT TABLE TYPE ORES OXIDE CARBONATE HALIDE SULPHIDE BAUXITE MARBLE GALENA PBS MAGNESITE IRON PYRITE HAEMATITE ROCK SALT NACL ZINC BLENDE ZNS PM STANDARD SCIENCE ORE SUITABLE REAGENT SUCH SOLUBLE IMPURITIES PRESENT PAST NOT
The impurities are removed by filtration.,IMPURITY FILTRATION REMOVE IMPURITIES PAST
"The solution of the ore, ie., the filtrate is treated with a suitable reagent which precipitates the ore.",WHICH ORE TREAT SOLUTION IE FILTRATE SUITABLE REAGENT PRECIPITATE PAST PRESENT
"Bauxite Al2O3.2H2O, (the ore of aluminium). 8.5 OCCURRENCE OF ORES IN TAMIL NADU Lime stone: Coimbatore, Cuddalore, Dindugul Gypsum: Tiruchi and Coimbatore Distiricts Titanium minerals: Kanyakumari, Tirunelveli and Tuticorin.",BAUXITE ORE ALUMINIUM OCCURRENCE ORES TAMIL NADU LIME STONE COIMBATORE CUDDALORE DINDUGUL GYPSUM TIRUCHI DISTIRICTS TITANIUM MINERALS KANYAKUMARI TIRUNELVELI TUTICORIN
Chromite: Coimbatore and Salem district.,CHROMITE COIMBATORE SALEM DISTRICT
Magnetite:.,MAGNETITE
"Dharmapuri, Erode, Salem, Thiruvannamalai.",DHARMAPURI ERODE SALEM THIRUVANNAMALAI
"Tungsten: Madurai and Dindugal. (Reference: mineral resources of Tamil Nadu-ENVIS Centre, Tamil Nadu) 8.6 PROPERTIES OF METALS 8.6.1 Physical properties 1.",TUNGSTEN MADURAI DINDUGAL REFERENCE MINERAL RESOURCES TAMIL NADU ENVIS CENTRE PROPERTIES METAL PHYSICAL
Physical state: All metals are solids at room temperature except mercury and gallium. 2.,PHYSICAL STATE METAL SOLIDS ROOM TEMPERATURE MERCURY GALLIUM
Lustre: Metals possess a high lustre (called metallic lustre). 3.,METAL LUSTRE POSSESS HIGH CALL METALLIC PRESENT PAST
Hardness: Most of the metals are hard and strong (exceptions: sodium and potassium can be cut with a knife) 4.,HARDNESS MOST METAL HARD STRONG EXCEPTIONS SODIUM POTASSIUM CUT KNIFE PAST
"Melting point and Boiling point: Usually, metals possess high melting and boiling points and vaporize only at high temperatures (exceptions: gallium, mercury, sodium and potassium). 5.",METAL TEMPERATURE POSSESS MELT POINT BOIL USUALLY HIGH VAPORIZE ONLY TEMPERATURES EXCEPTIONS GALLIUM MERCURY SODIUM POTASSIUM HABITUAL PRESENT
Density: Metals have a high density (exceptions: sodium and potassium are less dense than water). 6.,DENSITY METAL HIGH EXCEPTIONS SODIUM POTASSIUM LESS DENSE WATER PRESENT
Ductility: Metals are usually ductile.,DUCTILITY METAL USUALLY DUCTILE HABITUAL
"In other words, they can be drawn into thin wires without breaking. 7.",THEY BREAK DRAW OTHER WORD THIN WIRE PAST
"Malleability: Metals are usually malleable, i.e, they can be beaten into thin sheets without cracking (except zinc and mercury). 8.",THEY ZINC BEAT MALLEABILITY METAL USUALLY MALLEABLE THIN SHEET CRACK MERCURY HABITUAL PAST
Conduction of heat and electricity: Metals are good conductors of heat and electricity; silver and copper excel in this property (exception: tungsten) 9.,SILVER PROPERTY EXCEL CONDUCTION HEAT ELECTRICITY METAL GOOD CONDUCTORS COPPER EXCEPTION TUNGSTEN PRESENT
"Solubility: Usually, metals do not dissolve in liquid solvents. 8.6.2 Chemical Properties • Valence electrons: Atoms of metals usually have 1,2 or 3 electrons in their outermost shell. • Formation of ions: Metals form Positive ions by the loss of electrons and hence they are electro positive. • Discharge of ions: Metals are discharged at the cathode during the electrolysis of their compounds. • Atomicity: Molecules of metals in their vapour state are usually monoatomic. • Nature of oxides: Oxides of metals are usually basic.",OXIDES METAL • SOLUBILITY USUALLY DISSOLVE LIQUID SOLVENTS CHEMICAL PROPERTIES VALENCE ELECTRONS ATOMS OUTERMOST SHELL FORMATION IONS FORM POSITIVE LOSS HENCE ELECTRO DISCHARGE CATHODE ELECTROLYSIS COMPOUND ATOMICITY MOLECULES VAPOUR STATE MONOATOMIC NATURE BASIC HABITUAL PAST PRESENT NOT
More to Know Extraction of metal from metal oxide can be categorized into three types.,EXTRACTION TYPE KNOW MORE METAL OXIDE CATEGORIZE THREE PAST
"More reactive metals Medium reactive metals Less reactive metals Na,K,Ca,Mg,Al Zn,Fe,Pb,Cu Ag,Hg Electrolytic reduction of metal oxide into metal Chemical reduction of metal oxide into metal using coke Thermal decomposition of metal oxide into metal 10th_Science_Unit-8.indd 114 12/2/2022 5:07:32 PM 115 Periodic Classificaiton of Elements 8.7 METALLURGY OF ALUMINIUM Aluminium is the metal found most abundantly in the Earth’s crust.",MORE REACTIVE METAL MEDIUM LESS NA K CA MG AL ZN FE PB CU AG HG ELECTROLYTIC REDUCTION OXIDE CHEMICAL USE COKE THERMAL DECOMPOSITION PM PERIODIC CLASSIFICAITON ELEMENTS METALLURGY ALUMINIUM FIND MOST ABUNDANTLY EARTH CRUST PAST
"Since it is a reactive metal, it occurs in the combined state.",IT STATE OCCUR REACTIVE METAL COMBINE PRESENT
The important ores of aluminium are as follows Ores of Aluminium Formula Bauxite Al2O3.2H2O Cryolite Na3AlF6 Corundum Al2O3 Bauxite is the chief ore of aluminium.,IMPORTANT ORES ALUMINIUM FOLLOW FORMULA BAUXITE CRYOLITE CORUNDUM CHIEF ORE PRESENT
The extraction of aluminium from bauxite involves two steps: (i) Conversion of bauxite into alumina – Baeyer’s Process The conversion of Bauxite into Alumina involves the following steps: Bauxite ore is finely ground and heated under pressure with a solution of concentrated caustic soda solution at 150° C to obtain sodium meta aluminate.,ORE ALUMINATE INVOLVE EXTRACTION ALUMINIUM BAUXITE TWO STEP I CONVERSION ALUMINA BAEYER PROCESS FOLLOW FINELY GRIND HEAT PRESSURE SOLUTION CONCENTRATE CAUSTIC SODA C OBTAIN SODIUM META PRESENT PAST
"Al2O3 + 2 NaOH → 2 NaAlO2 + H2O On diluting sodium meta aluminate with water, a precipitate of aluminium hydroxide is formed.",PRECIPITATE ALUMINIUM FORM NAOH DILUTE SODIUM META ALUMINATE WATER HYDROXIDE PAST
"NaAlO2 + 2 H2O → Al (OH)3 + NaOH The precipitate is filtered, washed, dried and ignited at 1000°C to get alumina. 2Al(OH)3 Al2O3 + 3H2O 1000°c (ii) Electrolytic reduction of alumina – Hall’s Process Aluminium is produced by the electrolytic reduction of fused alumina (Al2O3) in the electrolytic cell.",ALUMINIUM CELL PRODUCE AL NAOH PRECIPITATE FILTER WASH DRY IGNITE C GET ALUMINA II ELECTROLYTIC REDUCTION HALL PROCESS FUSE PAST PRESENT
Cathode: Iron tank lined with graphite Anode: A bunch of graphite rods suspended in molten electrolyte.,CATHODE IRON TANK LINE GRAPHITE ANODE BUNCH RODS SUSPEND MELT ELECTROLYTE PAST
Electrolyte: Pure alumina+ molten cryolite + fluorspar (fluorspar lowers the fusion temperature of electrolyte) Temperature: 900 - 950 °C Voltage used: 5-6 V Overall reaction: 2 Al2O3 → 4 Al +3 O2↑ Electrolytic process of manufacturing aluminum Bus bar Carbon anode + – Steel shell Carbon cathode lining Cryolite Molten aluminum Figure 8.10 Hall's Process Aluminium is deposited at the cathode and oxygen gas is liberated at the anode.,REACTION ANODE USE ELECTROLYTE PURE MELT CRYOLITE FLUORSPAR LOWER FUSION TEMPERATURE C VOLTAGE V OVERALL AL ELECTROLYTIC PROCESS MANUFACTURE ALUMINUM BUS BAR CARBON STEEL SHELL CATHODE LINE FIGURE HALL ALUMINIUM DEPOSIT OXYGEN GAS LIBERATE PRESENT PAST
Oxygen combines with graphite to form CO2.,OXYGEN C-O-2 COMBINE GRAPHITE FORM PRESENT
Physical Properties of Aluminium • It is a silvery white metal • It has low density (2.7) and it is light • It is malleable and ductile • It is a good conductor of heat and electricity. • Its melting point is 660 °C. • It can be polished to produce a shiny attractive appearance.,IT APPEARANCE POLISH PHYSICAL PROPERTIES ALUMINIUM SILVERY WHITE METAL LOW DENSITY LIGHT MALLEABLE DUCTILE GOOD CONDUCTOR HEAT ELECTRICITY MELT POINT C PRODUCE SHINY ATTRACTIVE PAST PRESENT
Chemical Properties of Aluminium i.,CHEMICAL PROPERTIES ALUMINIUM
Reaction with air: It is not affected by dry air.,IT AIR AFFECT REACTION DRY PAST NOT
"On heating at 800 °C, aluminium burns very brightly forming it’s oxide and nitride. 4 Al + 3 O2 → 2 Al2O3(Aluminium oxide) 2 Al + N2 → 2 AlN (Aluminium nitride) ii.",HEAT C ALUMINIUM BURN VERY BRIGHTLY FORM OXIDE NITRIDE AL ALN II PRESENT
Reaction with water: Water does not react with aluminium due to the layer of oxide on it.,WATER IT REACT REACTION ALUMINIUM LAYER OXIDE NOT
"When steam is passed over red hot aluminium, hydrogen is produced. 2 Al + 3 H2O → Al2O3 + 3 H2↑ (steam) (aluminium oxide) 10th_Science_Unit-8.indd 115 12/2/2022 5:07:32 PM 116 10th Standard Science iii.",HYDROGEN A-L-2-O-3 PRODUCE STEAM PASS RED HOT ALUMINIUM AL OXIDE PM STANDARD SCIENCE III PAST
Reaction with alkalis: It reacts with strong caustic alkalis forming aluminates. 2 Al + 2 NaOH +2 H2O → 2 NaAlO2 + 3 H2↑ (Sodium meta aluminate) iv.,NAOH N-A-A-L-O-2 REACT REACTION ALKALIS STRONG CAUSTIC FORM ALUMINATES AL SODIUM META ALUMINATE IV PRESENT
Reaction with acids: With dilute and con.,REACTION ACIDS DILUTE CON
"HCl it liberates H2 gas. 2 Al + 6 HCl → 2 AlCl3 + 3 H2↑ (Aluminium chloride) Aluminium liberates hydrogen on reaction with dilute sulphuric acid and liberates sulphur dioxide on reaction with hot concentrated sulphuric acid 2 Al+ 3 H2SO4 → Al2(SO4)3 + 3 H2 ↑ (Dilute) 2 Al + 6 H2SO4 → Al2(SO4)3 + 6 H2O + 3 SO2 ↑ (Con.) More to Know Dilute or concentrated nitric acid does not attack aluminium, but it renders aluminium passive due to the formation of an oxide film on its surface. v.",IT SURFACE ATTACK HCL LIBERATE GAS AL ALUMINIUM CHLORIDE HYDROGEN REACTION DILUTE SULPHURIC ACID SULPHUR DIOXIDE HOT CONCENTRATE CON MORE KNOW NITRIC RENDER PASSIVE FORMATION OXIDE FILM PRESENT NOT
As reducing agent: Aluminium is a powerful reducing agent.,REDUCE AGENT ALUMINIUM POWERFUL
"When a mixture of aluminium powder and iron oxide is ignited, the latter is reduced to metal.",LATTER METAL REDUCE MIXTURE ALUMINIUM POWDER IRON OXIDE IGNITE PAST
This process is known as aluminothermic process.,PROCESS KNOW ALUMINOTHERMIC PAST
Fe2O3 + 2 Al → 2 Fe + Al2O3 + Heat.,AL FE HEAT
Uses Aluminium is used in • household utensils • electrical cable industry • making aeroplanes and other industrial mechine parts 8.8 METALLURGY OF COPPER Occurrence: It was named as cuprum by the Romans because they got it from the Island of Cyprus.,THEY CYPRUS NAME USE ALUMINIUM HOUSEHOLD UTENSILS ELECTRICAL CABLE INDUSTRY MAKE AEROPLANES OTHER INDUSTRIAL MECHINE PART METALLURGY COPPER OCCURRENCE CUPRUM ROMANS GET ISLAND PAST PRESENT
Copper is found in the native state as well as combined state.,COPPER STATE FIND NATIVE AS WELL COMBINE PAST
Ores of copper Formula Copper pyrites CuFeS2 Cuprite or ruby copper Cu2O Copper glance Cu2S The chief ore of copper is copper pyrite.,ORES COPPER FORMULA PYRITES CUPRITE RUBY GLANCE CHIEF ORE PYRITE
It yields nearly 76% of the world production of copper.,IT COPPER YIELD NEARLY WORLD PRODUCTION PRESENT
Extraction of copper from copper pyrites involves the following steps i.,EXTRACTION I. INVOLVE COPPER PYRITES FOLLOW STEP PRESENT
Concentration of ore: The ore is crushed and the concentrated by froth floatation process. ii.,CONCENTRATION ORE CRUSH CONCENTRATE FROTH FLOATATION PROCESS II PAST
Roasting: The concentrated ore is roasted in excess of air.,ORE AIR ROAST CONCENTRATE EXCESS PAST
"During the process of roasting, the moisture and volatile impurities are removed.",MOISTURE ROAST REMOVE PROCESS VOLATILE IMPURITIES PAST
"Sulphur, phosphorus, arsenic and antimony are removed as oxides.",SULPHUR OXIDE REMOVE PHOSPHORUS ARSENIC ANTIMONY OXIDES PAST
Copper pyrite is partly converted into sulphides of copper and iron. 2 CuFeS2 + O2 Cu2S + 2 FeS + SO2 ↑ iii.,PYRITE COPPER CONVERT PARTLY SULPHIDES IRON FES III PAST
Smelting: The roasted ore is mixed with powdered coke and sand and is heated in a blast furnace to obtain matte (Cu2S + FeS) and slag.,ORE MATTE SMELT ROAST MIX POWDER COKE SAND HEAT BLAST FURNACE OBTAIN FES SLAG PAST
The slag is removed as waste. iv.,SLAG WASTE REMOVE PAST
Bessemerisation: The molten matte is transferred to Bessemer converter in order to obtain blister copper.,MATTE COPPER TRANSFER BESSEMERISATION MELT BESSEMER CONVERTER ORDER OBTAIN BLISTER PAST
"Ferrous sulphide from matte is oxidized to ferrous oxide, which is removed as slag using silica. 2 FeS + 3 O2 2 FeO + 2 SO2 ↑ FeO + SiO2 FeSiO3 (slag) (Iron silicate) 2 Cu2S + 3O2 2 Cu2O + 2 SO2 ↑ 2 Cu2O + Cu2S 6 Cu + SO2↑ (Blister copper) v.",IRON SILICA OXIDIZE FERROUS SULPHIDE MATTE OXIDE REMOVE SLAG USE FES FEO SILICATE CU BLISTER COPPER PAST
Refining: Blister copper contains 98% of pure copper and 2% of impurities and is purified by electrolytic refining.,COPPER REFINE CONTAIN BLISTER PURE IMPURITIES PURIFY ELECTROLYTIC PRESENT PAST
This method is used to get metal of a high degree of purity.,METHOD PURITY USE GET METAL HIGH DEGREE PAST
"For electrolytic refining of copper, we use: 10th_Science_Unit-8.indd 116 12/2/2022 5:07:32 PM 117 Periodic Classificaiton of Elements Cathode: A thin plate of pure copper metal.",WE METAL USE ELECTROLYTIC REFINE COPPER PM PERIODIC CLASSIFICAITON ELEMENTS CATHODE THIN PLATE PURE PRESENT
Anode: A block of impure copper metal.,ANODE BLOCK IMPURE COPPER METAL
Electrolyte: Copper sulphate solution acidified with sulphuric acid.,ELECTROLYTE COPPER SULPHATE SOLUTION ACIDIFY SULPHURIC ACID PAST
"When electric current is passed through the electrolytic solution, pure copper gets deposited at the cathode and the impurities settle at the bottom of the anode in the form of sludge called anode mud.",IMPURITY SLUDGE DEPOSIT ELECTRIC CURRENT PASS ELECTROLYTIC SOLUTION PURE COPPER CATHODE IMPURITIES SETTLE BOTTOM ANODE FORM CALL MUD PAST PRESENT
